Temperature (°C),Pressure (bar),CO2 Concentration (%),Flow Rate (m³/h),Sorbent Type,Surface Area (m²/g),Pore Size (nm),Stability (1-10),pH Level,CO2 Outlet Concentration (%),Energy Consumption (MJ/kg CO2),Cycle Time (min),Capture Efficiency (%),Regeneration Temp (°C),Solvent Concentration (%),Reactor Volume (m³),Residence Time (s),Reboiler Duty (kW),Column Height (m),CO2 Emitted (kg/hr),Energy Used Efficiently (MJ)
77.62,2.96,18.98,784.92,MEA,0.5,1.2,7,7.97,1.5,3.44,9.14,57.51,84.5,36.81,6.54,74.02,2800.73,43.79,268.92,130.84
93.45,7.93,18.52,1455.21,MOF-5,3500.0,0.8,9,5.99,4.85,4.71,40.23,76.21,91.34,20.38,6.5,237.35,4918.85,29.89,389.9,234.96
103.5,3.58,17.88,1507.99,MEA,0.5,1.2,7,6.88,1.01,5.6,27.01,81.26,148.2,34.14,1.99,231.71,2390.12,5.4,498.62,218.43
99.27,1.08,5.11,399.82,MEA,0.5,1.2,7,6.02,2.58,2.99,40.47,86.1,139.18,33.53,9.7,211.85,4244.88,21.53,19.83,114.75
108.38,4.81,13.46,1858.61,Zeolite 13X,600.0,1.0,8,6.34,0.64,4.94,41.82,57.71,104.64,19.36,8.17,93.53,4829.55,38.48,467.02,216.69
81.2,8.84,16.25,1840.36,Activated Carbon,1200.0,1.5,6,5.98,4.28,4.7,39.56,78.33,98.34,16.98,6.92,212.17,2358.11,32.39,431.77,306.06
94.96,3.76,9.9,1417.77,Activated Carbon,1200.0,1.5,6,7.48,3.47,2.9,41.68,83.55,141.47,33.21,8.09,25.1,4547.17,28.43,178.68,407.06
31.05,4.61,11.81,783.37,MEA,0.5,1.2,7,5.64,2.37,2.78,43.41,96.91,105.65,28.55,2.33,156.81,2091.8,33.86,144.94,272.1
82.75,9.37,18.62,275.06,MEA,0.5,1.2,7,6.18,3.22,3.98,44.72,95.6,119.41,30.59,6.09,20.45,2313.48,9.74,83.02,65.9
116.0,8.01,11.26,1108.8,Zeolite 13X,600.0,1.0,8,8.22,3.73,3.11,35.13,66.66,141.67,21.12,6.56,265.55,4273.32,38.5,163.65,236.9
65.21,1.57,5.89,503.16,Amine-Grafted Silica,900.0,1.1,8,7.27,3.44,2.36,36.46,72.28,119.84,26.36,0.72,53.43,1559.62,11.85,24.16,153.45
87.29,2.44,19.81,106.32,MOF-5,3500.0,0.8,9,7.7,1.94,3.29,57.61,53.1,134.24,30.09,3.38,183.11,3641.25,7.2,37.24,17.11
43.57,9.8,9.4,848.09,Activated Carbon,1200.0,1.5,6,5.02,3.53,5.27,5.34,95.88,127.37,24.59,9.36,266.89,2720.62,28.58,97.57,154.01
45.74,2.62,8.35,1531.35,Activated Carbon,1200.0,1.5,6,7.92,2.26,2.49,29.66,52.5,143.52,39.49,5.2,197.51,4773.12,18.7,182.79,321.58
67.2,7.63,15.59,1107.04,Activated Carbon,1200.0,1.5,6,7.23,1.93,5.89,24.55,87.87,142.4,24.27,6.71,133.95,1334.89,49.8,296.39,164.87
95.48,1.51,13.99,1087.71,Activated Carbon,1200.0,1.5,6,7.8,0.77,4.18,26.94,98.27,138.71,22.47,4.38,167.41,3372.39,10.13,281.84,255.11
117.19,2.69,9.15,1619.24,Amine-Grafted Silica,900.0,1.1,8,6.19,4.56,3.56,23.06,91.7,122.78,17.95,5.73,119.72,1582.32,21.2,145.67,415.92
40.93,6.67,9.73,1645.48,Amine-Grafted Silica,900.0,1.1,8,7.74,1.66,2.67,38.85,70.21,145.72,23.42,0.67,240.2,3134.14,19.93,260.27,431.08
99.97,9.91,13.17,1514.37,MOF-5,3500.0,0.8,9,8.05,1.09,2.13,14.94,58.62,140.2,26.87,8.62,198.17,3661.78,7.79,358.55,414.82
81.12,3.12,11.94,1382.83,Amine-Grafted Silica,900.0,1.1,8,6.27,4.87,3.03,41.9,56.44,85.74,17.9,5.39,216.8,4184.9,7.33,191.62,256.73
83.87,1.41,15.86,1452.7,Zeolite 13X,600.0,1.0,8,6.84,2.27,3.09,38.61,59.18,130.19,27.45,3.77,127.72,2010.39,23.02,386.95,277.33
77.52,8.2,6.35,1517.56,Amine-Grafted Silica,900.0,1.1,8,5.34,3.61,3.59,55.44,79.07,131.54,37.13,6.48,144.77,1235.49,33.53,81.5,333.32
95.63,3.25,17.99,1359.95,MEA,0.5,1.2,7,6.08,3.48,3.95,26.01,70.92,148.92,33.66,7.18,228.51,2486.97,26.6,386.76,243.55
82.69,3.39,18.47,291.86,Activated Carbon,1200.0,1.5,6,5.93,2.55,4.22,5.33,85.52,96.65,37.55,8.43,37.45,3485.83,19.25,91.07,59.01
102.86,5.44,18.26,478.76,Activated Carbon,1200.0,1.5,6,5.98,1.54,3.91,8.31,79.7,123.92,23.86,8.84,276.17,1232.66,45.72,156.9,97.34
38.27,9.55,14.2,732.65,Zeolite 13X,600.0,1.0,8,7.7,2.53,2.64,29.98,81.76,129.28,10.36,4.22,159.35,2789.34,36.49,167.58,226.04
72.81,1.47,7.49,484.57,Amine-Grafted Silica,900.0,1.1,8,7.48,1.05,2.45,49.6,89.87,124.66,37.07,6.43,112.89,1583.77,19.95,61.16,177.03
38.28,8.71,9.29,1214.98,Zeolite 13X,600.0,1.0,8,7.07,2.63,4.38,44.38,66.75,141.97,18.38,6.89,234.91,3714.49,27.43,158.6,184.74
61.17,8.41,5.88,1641.85,Activated Carbon,1200.0,1.5,6,7.29,2.84,5.16,9.64,61.15,83.5,16.82,4.29,247.54,1971.73,33.34,97.83,194.2
38.63,6.95,17.39,105.18,Zeolite 13X,600.0,1.0,8,6.8,2.69,2.57,40.85,80.29,110.24,24.81,2.58,219.45,1617.76,40.62,30.3,32.73
63.72,7.05,10.99,700.14,Zeolite 13X,600.0,1.0,8,7.71,1.97,4.41,46.16,58.61,127.36,38.29,9.01,210.29,2442.9,49.25,123.78,92.84
54.29,4.03,16.09,1415.75,MEA,0.5,1.2,7,5.73,1.75,5.58,31.97,77.2,80.57,34.64,6.28,67.16,1159.22,17.75,397.92,195.52
68.91,6.1,13.67,897.31,MEA,0.5,1.2,7,8.43,3.86,4.08,11.7,87.47,85.77,20.19,6.33,242.46,2119.4,49.52,172.53,191.9
59.02,2.07,12.83,1306.2,Zeolite 13X,600.0,1.0,8,5.47,2.34,3.92,33.92,63.82,114.83,14.3,9.75,256.51,1390.83,47.48,268.56,212.12
96.05,8.51,15.41,1227.07,Zeolite 13X,600.0,1.0,8,5.73,4.57,3.78,22.07,77.07,101.84,34.05,1.1,241.87,1138.17,32.97,260.71,249.53
107.99,3.65,11.73,566.33,MEA,0.5,1.2,7,7.68,3.5,3.64,56.42,93.06,142.93,33.69,8.9,229.89,4862.78,28.03,91.35,144.39
54.5,7.27,8.09,991.29,MEA,0.5,1.2,7,6.58,3.95,4.16,22.95,57.22,92.26,17.75,4.82,20.69,3660.78,22.27,80.44,136.02
105.42,4.97,8.56,1025.39,Amine-Grafted Silica,900.0,1.1,8,5.74,0.8,5.91,12.46,61.29,148.88,38.43,1.0,98.66,3972.97,13.95,155.96,106.16
33.86,2.81,10.01,981.11,Activated Carbon,1200.0,1.5,6,6.71,2.9,2.69,46.19,96.74,103.85,26.87,2.69,210.05,2205.78,32.69,136.72,351.53
42.79,7.89,10.49,920.82,Activated Carbon,1200.0,1.5,6,5.93,4.5,5.49,25.62,52.49,139.36,27.27,6.21,222.04,1040.44,14.52,108.11,87.88
36.91,7.45,19.71,1258.68,Zeolite 13X,600.0,1.0,8,6.58,0.75,3.52,10.5,61.82,114.26,36.03,5.76,60.15,1554.47,12.19,467.75,220.43
35.78,7.02,11.71,1330.9,Amine-Grafted Silica,900.0,1.1,8,7.15,4.43,5.26,15.37,70.6,82.43,11.86,4.59,64.17,1232.01,14.38,189.9,178.3
75.61,6.85,5.85,947.49,Activated Carbon,1200.0,1.5,6,7.99,3.56,2.83,19.08,67.79,130.62,12.05,7.57,155.86,971.44,48.02,42.53,226.16
101.78,2.61,14.85,994.22,Zeolite 13X,600.0,1.0,8,7.58,3.08,4.17,6.84,93.81,130.97,26.55,5.27,173.34,1615.15,41.9,229.36,223.13
101.76,2.61,7.65,1539.78,Zeolite 13X,600.0,1.0,8,5.94,3.25,5.99,32.03,82.72,92.39,25.27,4.21,71.62,1034.09,19.69,132.79,212.28
61.76,6.7,7.22,1499.09,Activated Carbon,1200.0,1.5,6,6.74,2.21,4.66,57.15,64.79,101.19,15.2,9.65,49.32,4444.54,40.66,147.2,207.98
36.42,6.21,11.23,1952.49,Zeolite 13X,600.0,1.0,8,7.12,2.4,3.44,32.44,57.39,98.77,38.04,5.47,164.77,2777.58,21.61,337.91,324.79
107.02,2.62,15.54,1387.05,Zeolite 13X,600.0,1.0,8,7.14,4.13,3.49,37.46,94.65,146.14,33.53,1.59,227.13,3064.38,12.11,310.19,375.1
49.38,9.09,18.69,438.63,Amine-Grafted Silica,900.0,1.1,8,6.47,4.85,3.5,16.41,50.48,105.26,38.52,9.32,133.7,4713.94,48.42,118.98,63.08
112.67,2.45,14.25,1667.66,Activated Carbon,1200.0,1.5,6,8.91,1.52,4.16,26.12,87.79,99.35,39.01,6.8,136.05,4216.28,10.89,416.09,351.09
59.21,9.49,16.17,1001.8,Activated Carbon,1200.0,1.5,6,6.21,2.81,2.14,27.22,76.39,82.66,15.66,5.94,263.88,4606.4,16.8,262.33,355.94
38.72,4.06,17.83,1151.8,Zeolite 13X,600.0,1.0,8,5.02,1.85,2.65,52.2,55.12,134.44,14.86,5.71,128.06,3011.07,48.17,360.75,238.67
57.32,2.81,7.76,1316.22,Amine-Grafted Silica,900.0,1.1,8,5.44,0.77,5.36,46.0,94.79,137.77,27.36,5.19,57.42,774.79,49.59,180.33,232.34
30.06,3.93,15.59,764.81,Zeolite 13X,600.0,1.0,8,8.99,4.48,5.47,10.21,89.76,140.51,22.15,3.31,79.89,3723.04,46.92,166.54,125.27
91.86,2.46,11.39,136.38,Zeolite 13X,600.0,1.0,8,5.56,3.23,3.07,37.45,86.45,96.81,20.33,1.05,247.36,1830.91,23.99,21.81,38.28
58.98,1.98,14.37,508.32,MEA,0.5,1.2,7,7.38,2.85,2.05,51.91,75.64,82.3,26.72,6.56,181.28,2623.27,43.58,114.77,186.65
80.51,9.83,9.29,1701.62,Amine-Grafted Silica,900.0,1.1,8,7.17,3.0,3.09,21.58,65.45,84.84,32.48,4.28,210.58,3350.49,15.7,209.78,359.26
60.22,5.42,12.84,815.87,MEA,0.5,1.2,7,5.0,3.31,3.04,26.01,61.98,80.98,30.03,3.62,64.39,2874.7,18.81,152.39,165.8
90.62,6.33,15.7,1021.03,MOF-5,3500.0,0.8,9,7.36,1.11,2.74,59.98,73.97,137.72,39.17,4.38,183.19,4787.1,43.95,291.98,274.64
115.89,1.07,7.19,1564.6,Amine-Grafted Silica,900.0,1.1,8,5.02,3.87,4.81,9.45,98.22,125.4,29.97,3.74,123.9,1139.76,31.22,101.81,318.83
48.33,5.72,6.87,823.19,MEA,0.5,1.2,7,8.1,1.63,2.08,35.85,61.1,97.26,33.57,3.81,233.12,2456.86,11.36,84.54,240.66
58.51,2.69,14.53,1611.88,MEA,0.5,1.2,7,7.76,2.88,3.26,54.96,65.39,85.27,14.25,1.59,141.94,3479.72,15.74,368.06,322.33
85.49,6.57,15.41,326.49,Amine-Grafted Silica,900.0,1.1,8,5.72,1.44,3.25,25.13,77.41,126.69,10.68,8.55,78.65,3426.06,20.34,89.4,77.53
114.53,8.11,12.24,1394.48,MOF-5,3500.0,0.8,9,7.73,2.29,5.47,59.09,72.66,98.81,26.63,9.9,239.93,4039.51,44.22,271.95,184.9
103.09,7.22,15.61,1195.08,Amine-Grafted Silica,900.0,1.1,8,8.66,4.32,4.56,54.05,61.02,129.85,27.88,7.74,201.34,2091.0,15.53,264.45,159.57
63.98,5.56,17.83,1129.23,MOF-5,3500.0,0.8,9,7.54,4.65,2.72,37.36,55.97,94.0,37.09,5.08,47.99,4367.65,6.04,291.71,231.51
39.16,2.89,14.39,1220.54,MOF-5,3500.0,0.8,9,7.91,4.05,2.41,28.63,83.88,143.65,38.75,3.36,227.56,2779.5,35.3,247.36,423.05
100.08,6.27,7.31,1026.31,Zeolite 13X,600.0,1.0,8,6.97,3.58,3.52,26.79,76.18,103.89,13.9,2.37,28.8,4883.14,26.26,75.03,221.49
88.52,7.15,18.86,1273.73,MOF-5,3500.0,0.8,9,8.03,4.21,5.44,6.17,81.02,140.49,22.28,4.79,52.97,3275.7,31.86,365.74,189.35
78.78,5.67,18.05,616.87,MOF-5,3500.0,0.8,9,8.4,4.21,4.05,5.26,58.49,149.61,13.94,6.51,141.78,1670.34,5.36,167.33,88.87
64.37,3.37,13.32,1576.66,MEA,0.5,1.2,7,6.55,1.26,4.16,15.67,82.12,147.64,18.98,9.82,52.5,1005.17,47.31,372.68,310.49
118.81,8.85,19.04,655.14,MEA,0.5,1.2,7,8.48,2.31,5.67,16.73,77.29,109.98,35.95,2.89,216.11,3170.17,15.84,214.83,89.15
31.37,2.97,10.94,1381.37,Zeolite 13X,600.0,1.0,8,5.36,4.38,3.3,40.43,88.92,92.4,16.36,9.03,136.3,2896.06,26.12,177.61,371.09
66.96,8.36,6.76,135.49,Amine-Grafted Silica,900.0,1.1,8,6.13,1.82,3.94,16.63,54.86,126.92,33.2,5.66,95.33,3104.46,7.62,13.12,18.82
52.36,8.29,10.7,1736.1,Amine-Grafted Silica,900.0,1.1,8,7.08,1.08,5.17,39.05,64.96,111.28,10.57,2.49,228.88,4048.48,9.62,327.35,217.72
92.74,8.33,18.14,314.54,Amine-Grafted Silica,900.0,1.1,8,7.08,3.69,4.51,25.52,50.14,143.48,21.83,1.29,148.71,3874.22,10.96,89.08,34.89
34.99,8.14,8.56,1611.6,Activated Carbon,1200.0,1.5,6,7.44,2.6,4.11,20.4,96.43,132.37,28.48,2.74,40.46,1747.73,16.67,188.26,377.2
91.15,1.81,13.61,1083.35,Zeolite 13X,600.0,1.0,8,6.63,4.83,4.88,32.56,53.76,87.24,27.88,8.67,299.14,2366.02,41.39,186.43,119.1
61.57,9.36,7.23,723.39,Activated Carbon,1200.0,1.5,6,7.74,2.21,2.57,57.09,93.79,105.63,33.1,2.06,68.92,4631.12,35.39,71.18,262.97
65.4,7.53,6.26,646.0,MEA,0.5,1.2,7,8.64,3.86,2.33,58.7,61.94,141.69,17.97,0.84,89.77,1307.26,40.84,30.39,171.0
75.27,1.72,5.15,1147.92,Zeolite 13X,600.0,1.0,8,8.12,3.91,4.16,34.36,88.37,86.09,37.4,6.22,187.78,1085.89,45.25,27.9,243.27
56.01,3.91,18.11,1999.17,Zeolite 13X,600.0,1.0,8,6.52,3.11,2.19,13.45,73.47,137.48,32.21,5.42,288.82,3702.55,42.04,587.76,667.63
61.88,8.42,14.54,1160.78,Activated Carbon,1200.0,1.5,6,5.67,4.64,4.27,20.99,71.23,93.01,39.07,8.64,115.82,2752.16,15.96,225.24,193.18
70.26,1.43,14.52,1702.84,MEA,0.5,1.2,7,6.05,1.03,5.21,38.4,78.1,92.63,28.33,2.49,284.93,1672.53,37.76,450.24,254.77
40.67,7.45,16.34,881.2,MEA,0.5,1.2,7,8.73,2.05,2.34,5.45,65.78,80.91,34.47,3.91,261.06,2855.21,14.98,246.81,246.66
36.11,2.1,6.84,1327.49,MEA,0.5,1.2,7,7.92,3.07,5.22,27.12,78.41,89.02,19.78,6.03,21.51,3106.86,10.36,98.09,199.02
37.59,3.96,8.54,137.01,MOF-5,3500.0,0.8,9,7.7,3.82,4.59,47.21,77.77,146.26,30.28,4.27,222.31,4883.98,29.91,12.68,23.16
33.99,1.74,13.78,693.95,MEA,0.5,1.2,7,8.54,3.51,4.62,18.8,82.52,125.75,31.82,9.78,49.6,3734.64,26.99,139.69,123.68
86.55,6.09,11.13,1699.32,MOF-5,3500.0,0.8,9,6.01,2.23,4.77,49.69,87.45,133.53,14.54,3.31,167.91,3516.72,48.72,296.43,310.89
53.52,2.84,15.82,294.72,Amine-Grafted Silica,900.0,1.1,8,7.84,3.89,5.25,27.34,90.5,100.28,20.83,6.93,289.15,3140.79,14.85,68.91,50.71
110.71,7.11,9.53,1753.09,Amine-Grafted Silica,900.0,1.1,8,7.12,1.34,3.79,9.56,78.74,142.37,20.79,6.46,245.8,2617.15,26.81,281.41,363.26
117.03,3.27,18.08,1536.13,MOF-5,3500.0,0.8,9,8.33,2.91,3.94,56.05,51.25,127.22,22.59,7.96,170.2,1680.63,16.27,456.74,199.31
40.09,5.21,18.22,1637.26,MOF-5,3500.0,0.8,9,6.29,1.18,5.39,23.51,90.17,146.72,30.95,2.92,124.75,3560.52,19.54,546.82,273.39
78.24,1.62,7.32,402.94,MOF-5,3500.0,0.8,9,6.6,1.16,4.3,8.22,88.88,86.27,16.25,0.86,66.16,2523.21,8.6,48.65,83.09
107.02,9.35,10.36,1393.57,MOF-5,3500.0,0.8,9,6.55,4.21,3.27,21.73,90.38,93.62,39.16,6.08,271.45,4388.96,19.18,167.98,384.0
69.73,6.62,9.08,709.66,MEA,0.5,1.2,7,7.18,4.66,5.87,26.32,98.18,96.99,17.96,6.6,221.49,3740.1,15.66,61.48,118.49
96.37,9.65,11.8,1094.77,Zeolite 13X,600.0,1.0,8,8.94,4.75,4.02,45.63,80.22,128.5,33.1,5.7,157.94,3080.34,33.85,151.28,217.92
75.4,3.57,5.8,333.75,MEA,0.5,1.2,7,7.47,2.75,4.22,53.86,96.62,117.54,15.73,8.07,83.65,4168.71,32.6,19.95,76.23
80.74,8.31,15.98,1408.83,MEA,0.5,1.2,7,8.81,0.64,6.0,45.08,80.01,141.61,12.63,6.44,266.37,2535.45,29.81,423.58,187.55
101.12,4.34,10.28,1249.4,Zeolite 13X,600.0,1.0,8,5.83,1.03,3.78,51.73,60.29,127.71,38.08,9.71,116.69,1520.65,33.6,226.52,198.75
63.18,2.03,5.35,1488.64,Amine-Grafted Silica,900.0,1.1,8,6.52,3.9,4.95,6.93,50.34,85.67,16.64,4.82,236.8,3575.47,21.12,42.31,151.08
62.42,5.94,10.6,1250.37,Amine-Grafted Silica,900.0,1.1,8,8.8,4.24,2.51,54.63,77.04,128.24,14.81,1.82,91.74,4618.88,15.59,155.87,382.26
118.45,9.04,18.38,355.98,Zeolite 13X,600.0,1.0,8,5.78,4.06,2.41,18.38,94.02,147.9,38.88,2.74,66.93,1422.64,10.23,99.91,138.3
82.37,7.15,13.65,606.78,MOF-5,3500.0,0.8,9,6.62,2.72,4.77,59.74,85.99,102.04,35.75,3.87,220.94,668.45,37.29,129.99,109.16
84.46,2.35,19.45,1692.42,MEA,0.5,1.2,7,7.67,2.5,3.07,23.51,89.56,131.01,29.49,7.38,213.82,3228.1,46.11,562.26,492.12
73.75,4.46,13.98,351.17,MOF-5,3500.0,0.8,9,6.41,3.66,4.87,40.44,88.11,139.82,27.18,6.35,155.99,4205.44,42.27,71.03,63.4
70.78,7.77,13.7,1934.33,Activated Carbon,1200.0,1.5,6,7.53,1.2,3.15,41.1,73.61,121.0,18.72,6.94,164.53,3386.54,33.26,473.91,450.59
50.65,2.26,18.44,179.37,Activated Carbon,1200.0,1.5,6,5.25,2.77,3.35,23.62,90.0,101.69,10.21,5.56,44.85,3197.48,24.29,55.09,48.05
39.21,5.58,11.6,1492.22,Activated Carbon,1200.0,1.5,6,6.5,4.79,2.23,10.19,70.78,141.98,32.67,1.61,226.84,1032.87,16.24,199.18,471.51
62.82,5.82,9.69,960.44,MOF-5,3500.0,0.8,9,7.09,2.58,3.37,45.17,86.09,94.85,32.91,6.33,93.35,2486.06,28.79,133.84,244.63
58.24,7.33,11.61,1999.49,MOF-5,3500.0,0.8,9,8.77,3.11,5.11,24.91,51.0,99.53,17.0,4.14,231.04,3163.55,21.79,333.12,199.17
76.13,6.17,14.53,1173.54,Activated Carbon,1200.0,1.5,6,7.53,4.47,4.21,20.65,86.25,92.24,35.56,5.78,176.92,2240.02,33.5,231.39,239.85
84.75,3.34,5.87,1218.29,Zeolite 13X,600.0,1.0,8,7.41,4.76,3.45,44.05,55.67,87.88,30.61,8.31,287.1,1655.31,27.74,26.51,196.02
67.23,3.21,16.96,668.5,Amine-Grafted Silica,900.0,1.1,8,7.99,1.72,2.02,43.46,73.74,142.03,27.73,1.57,37.32,1694.51,22.89,199.68,242.83
91.97,2.0,16.8,1115.7,MOF-5,3500.0,0.8,9,7.11,3.7,3.12,46.99,58.2,81.51,16.43,8.12,147.69,4245.85,14.51,286.47,207.46
34.83,3.37,17.44,372.83,MEA,0.5,1.2,7,8.12,0.54,3.9,51.46,65.94,86.32,13.64,4.12,284.18,2932.83,11.82,123.5,62.88
44.78,6.81,19.19,284.9,MOF-5,3500.0,0.8,9,7.78,1.59,5.31,35.64,85.61,136.01,30.28,1.67,214.47,1741.85,35.91,98.28,45.85
46.73,5.67,16.12,598.94,MOF-5,3500.0,0.8,9,7.22,4.38,4.08,40.15,87.12,142.49,37.99,3.49,121.79,3908.44,21.5,137.82,127.58
32.67,9.48,18.38,959.97,Zeolite 13X,600.0,1.0,8,6.52,4.35,3.89,6.58,86.69,148.73,37.27,5.91,294.58,2067.88,24.56,263.98,213.38
99.93,1.7,8.38,1432.88,Zeolite 13X,600.0,1.0,8,7.29,4.78,5.2,41.39,93.21,141.01,23.87,3.41,24.51,889.13,31.62,101.1,256.35
119.78,3.8,6.13,920.99,Amine-Grafted Silica,900.0,1.1,8,8.14,4.65,2.55,8.39,64.34,123.63,24.79,6.88,70.01,1424.34,49.04,26.72,231.47
115.7,4.69,8.03,1504.35,Zeolite 13X,600.0,1.0,8,6.79,1.73,2.71,27.99,64.13,101.31,15.27,7.85,111.71,1673.18,40.37,185.76,354.68
115.66,4.48,18.65,1700.49,Amine-Grafted Silica,900.0,1.1,8,5.04,2.0,3.19,55.86,86.63,83.02,11.06,1.1,270.04,1155.64,31.17,554.94,460.35
63.27,1.49,6.68,457.1,MOF-5,3500.0,0.8,9,8.23,0.82,2.61,47.7,69.87,134.17,39.46,1.86,80.84,2150.09,31.49,52.5,121.9
75.9,7.19,6.28,1145.02,MOF-5,3500.0,0.8,9,8.1,2.12,2.36,13.17,83.22,81.57,30.61,2.89,184.2,3153.83,5.41,93.36,402.06
95.15,7.56,9.66,1512.07,Zeolite 13X,600.0,1.0,8,7.48,2.72,5.46,9.02,57.37,108.92,34.42,5.6,262.33,3025.15,43.41,205.68,158.59
95.66,1.73,11.58,143.22,Amine-Grafted Silica,900.0,1.1,8,7.66,4.55,4.85,34.92,87.55,141.71,17.89,0.92,202.43,2749.0,32.68,19.73,25.8
51.54,4.35,16.09,157.62,Activated Carbon,1200.0,1.5,6,5.49,0.58,4.32,43.86,81.59,133.39,21.1,1.31,166.27,4367.89,18.75,47.92,29.7
116.08,7.7,10.4,1890.89,Amine-Grafted Silica,900.0,1.1,8,7.21,4.79,5.69,19.77,88.39,99.39,32.25,6.7,38.52,4007.68,10.0,207.91,293.22
102.18,4.87,17.03,1205.55,Amine-Grafted Silica,900.0,1.1,8,6.11,4.34,5.7,54.91,75.87,132.62,11.75,4.7,153.47,958.34,33.75,299.85,160.18
89.96,4.15,5.6,1205.53,Activated Carbon,1200.0,1.5,6,5.69,3.05,4.88,57.57,67.85,81.81,37.55,9.32,129.51,1037.06,32.88,60.25,167.27
61.89,3.28,18.66,1736.56,MEA,0.5,1.2,7,7.44,1.74,4.71,35.55,66.2,84.51,18.84,9.95,240.57,1011.79,9.77,575.9,243.56
57.67,5.7,9.98,1303.16,MEA,0.5,1.2,7,7.21,3.93,2.17,56.03,53.33,149.24,32.8,8.62,270.02,3600.16,41.68,154.53,318.8
106.47,8.34,6.18,260.91,Zeolite 13X,600.0,1.0,8,8.86,4.65,2.05,24.13,58.59,113.94,15.99,3.03,284.89,2100.35,23.54,7.82,74.21
74.68,1.36,6.08,1722.18,Amine-Grafted Silica,900.0,1.1,8,6.89,2.1,3.57,59.7,91.72,136.39,32.16,7.7,197.81,2461.82,40.84,134.34,441.22
36.57,8.8,10.52,878.16,MOF-5,3500.0,0.8,9,5.58,0.88,3.77,56.51,85.22,124.0,35.24,9.19,48.05,1905.33,45.01,165.92,197.98
61.08,3.09,10.92,1236.0,Activated Carbon,1200.0,1.5,6,7.12,2.92,5.98,12.59,88.67,103.39,12.85,9.74,239.79,4440.07,30.71,193.8,182.97
81.67,6.89,11.76,349.38,MOF-5,3500.0,0.8,9,5.97,1.16,4.28,41.06,71.41,96.87,19.39,7.03,59.02,1646.14,13.52,72.59,58.16
67.03,4.72,8.84,1155.71,Activated Carbon,1200.0,1.5,6,5.1,2.19,3.56,15.19,50.67,149.52,34.69,2.56,280.29,2252.18,7.09,150.64,164.03
36.01,4.69,7.92,1854.89,Activated Carbon,1200.0,1.5,6,7.27,4.73,3.66,29.76,71.79,94.72,27.33,1.07,186.58,4902.27,17.17,115.98,362.84
82.59,5.88,8.4,1190.4,MEA,0.5,1.2,7,8.21,2.28,5.92,54.74,96.13,133.01,10.39,2.84,153.37,2238.69,32.62,142.79,192.97
64.98,6.07,6.19,576.85,MEA,0.5,1.2,7,5.01,2.63,3.37,7.63,66.64,148.81,17.3,2.39,295.4,1811.59,34.71,40.25,113.73
53.4,4.97,18.9,808.94,Activated Carbon,1200.0,1.5,6,6.82,1.35,3.11,18.79,60.87,132.44,18.23,8.72,165.92,913.52,21.72,278.26,157.82
76.76,5.07,11.96,1077.0,MOF-5,3500.0,0.8,9,6.21,1.69,5.88,45.08,78.63,135.15,33.58,5.82,90.64,1748.6,47.55,216.79,143.78
36.69,7.27,14.41,1526.76,MEA,0.5,1.2,7,7.03,0.57,3.25,24.94,71.78,132.2,27.28,9.11,204.17,4844.0,6.17,414.16,336.17
84.28,4.58,13.22,1852.52,Zeolite 13X,600.0,1.0,8,7.15,1.92,4.7,43.59,98.6,144.41,11.93,9.17,134.09,1966.15,24.07,410.3,387.81
84.3,3.81,15.8,1593.34,Zeolite 13X,600.0,1.0,8,8.65,2.28,2.86,37.2,58.58,115.98,18.55,1.83,181.23,514.82,10.93,422.22,325.22
93.12,8.71,9.66,102.1,MOF-5,3500.0,0.8,9,5.04,2.32,5.42,34.33,60.88,105.25,11.05,2.2,253.75,4293.72,43.26,14.69,11.45
54.1,7.92,14.51,1106.53,Activated Carbon,1200.0,1.5,6,8.0,1.67,4.0,6.46,96.48,137.53,19.38,5.53,243.61,3496.38,38.32,278.47,266.23
107.26,4.64,5.37,1627.93,MEA,0.5,1.2,7,6.29,3.24,2.73,37.0,82.11,140.71,32.98,5.26,295.34,1104.52,48.08,67.96,487.84
36.17,9.39,17.76,1613.62,Amine-Grafted Silica,900.0,1.1,8,5.22,2.0,3.26,40.12,50.95,147.58,30.86,6.4,202.33,2023.02,48.99,498.44,251.42
35.14,3.63,11.92,1949.47,Amine-Grafted Silica,900.0,1.1,8,7.23,2.68,2.43,58.32,68.56,95.95,39.14,2.03,200.85,4725.72,48.11,353.06,547.77
96.38,9.4,12.27,1240.05,Amine-Grafted Silica,900.0,1.1,8,8.48,0.89,5.45,24.96,84.04,104.27,32.93,9.96,59.72,1056.94,10.82,276.59,190.87
77.48,1.64,11.25,1189.97,Amine-Grafted Silica,900.0,1.1,8,7.45,3.04,3.87,31.7,74.78,90.01,18.09,1.84,191.66,2427.97,36.35,191.49,229.35
106.46,7.65,15.1,1482.88,MOF-5,3500.0,0.8,9,5.09,3.53,4.0,31.77,62.87,123.95,22.3,6.07,171.52,1341.76,48.95,336.28,232.49
78.56,7.53,16.13,1092.63,MEA,0.5,1.2,7,6.52,4.91,3.14,51.02,52.91,96.25,14.14,0.69,143.42,1302.59,14.16,240.28,183.53
